text
"I'm at 東京都庁 (新宿区, 東京都) w/ 4 others http://t.co/I4474TKx"
この発想は無かったわ（笑） http://t.co/K4kDYvdn
@ahh_lucky 既にフォローされてることを失念してた。。。
@ahh_lucky いや、リアルで会って話をしたあとです（笑）
すいません！死んでお詫びしたいッス！ RT @loveyassy: ナポレオンじゃないので申し訳ないっす！大平さんの戦略と戦術をお教え下さいね。 RT @kiwipon 田中康夫議員に、ベーシックインカム実現のために、立法府でどのような動きをするのかって話をふったけど、 そこに
@ahh_lucky 黒シャツ シルバースーツだよん
"I'm at シネシティ広場 (コマ劇場前広場) (歌舞伎町1, 新宿区) http://t.co/pxC1eZl4"
@yoppy35momo それに関しては守秘義務が有るので、ネットでは書けませんよ〜
@yoppy35momo 日給と売上のパーセンテージとかが変わる。
@ahh_lucky 専門家のゆりにゃんにそういぅて貰えると、めっちゃめちゃ嬉しいね！
@Vaduzjp ありがとうございます！
田中康夫議員に、ベーシックインカム実現のために、立法府でどのような動きをするのかって話をふったけど、そこにはプランは無いみたいだぜ！
学校を抜け出し、歌舞伎町へ向かう！
@mikkoROC 女子に優しくするのが仕事ですから（笑）
@chika_t1229 ええのぅ～楽しんで来てね！
@miki0x0 いいね！
俺も行きたかった！、RT @hashimotou Sean Paul。どっちにしろ行けなかったけれどもー（；；）イジケっ子。明日のBBAには無事行けますように～～～ナムナムナムナム。そのための勉強時間をとれってことだな☆
@mikkoROC 近くに居たら作ってあげてるんだけど。。。
@01251211 新宿にくればねww
@_mamehana 加藤鷹じゃ無いけど、よろしければ、実物を見に来て下さい（笑）
@01251211 さんきゅ。
ぐぬぬ、予定が一件潰れた。。ヤバすヤバす。。あと一本は指名が無いと、、目標が。。。
"I'm at 渋谷ハチ公前広場‎ (道玄坂2-1, 渋谷区) w/ 2 others http://t.co/bpv40x55"
@takmk ですね。ざんねんです。
@yuripoipoi ありがと！
@haru16cherry 多分、俺はそれを捨てられないから、この世界ではあんまり上に行けないかなぁ。
@perfume__love うほほーい！今日はいずみさんいるよ！(笑)
@msx44 ししどんに、おおひらくんにはホストをやって欲しいって言われた事が未だに忘れられませんww
@perfume__love わっしょい！
"進化する龍馬ヘアー。ヘアメイクさんにはいつも感謝です！><, http://t.co/iVhJP1e8"
ちなみに、ナンバーに入れるかどうかで給料のスライドも変わるので、最後は計算しつつ小計合わせて行くことになりまする。
何とてしでもナンバーに入りたい入りたい入りたい入りたい入りたい入りたい入りたい。
酷いなぁ。、。 Reading:NHKニュース　路上生活者に火 少年を再逮捕 http://t.co/n85C2Zpr
エルピーダショックか。。。
@yurikokai まぁ、そんなところだろうと思ったよ。どうせなら、ウチで飲み過ぎてくれ（笑）
この仕事は得るものも大きいけど、失うものも大きい。長ければ長いほど、傷口が広がるなぁ。失うものが有る人間には本当に向かないね。
@junitabashi しかも、今日の講師は田中康夫元長野県知事（笑）真面目にベーシック・インカムの話をしようかとｗｗ本日のご来店お待ちしております！！＞＜、
@yurikokai どうしたんだよｗｗ
@moemilk_ ふふ☆かわいいやつめ！
@kumi1201 いいよん（笑）
@roto_chanmama ありがと！
@h68031364 こちらこそ！
@yuripoipoi おおおお！！！！これかぁ！！つっかえたものが取れた！！
ブログを更新しました。 『ホス日記　２月最終日 前』 http://t.co/SyLsNtLi
@sayorin811 おー、がんば！
@erieri1110 がんばｗ
@yuripoipoi あれま、、、
@Kanaske_ おいっす！
@hiro_cci 逆。寮から出る！
@Kanaske_ あいやー残念。明日はシルバースーツでお待ちしております(笑)
明日は多分、シルバースーツ
グラビア撮影だん。脱いだ写真は撮らなかった(笑)
@Kanaske_ うん(笑)今日は主役が花魁な格好だから、かなり素敵！！！
@Kanaske_ 今日ちろっと覗きに来ると楽しいかもw
@munyumomo こっちみんな！
@Kanaske_ んじゃ、次は黒シャツ着る（笑）
@moemilk_ なるほどねーん。もえかちゃんとはいつかお茶したい☆
グラビア撮影なう。
@dck_k お客さんが好むカラでしょ。髪はホストの命！
@NiaiOi 見にくればよかだたのにー（笑）
@yatabe_ ふふふ。これはモデル時代の（笑）
@shintakezawa てへ。
@narikindaze ぐっもーにん☆
@AmyDakota thx!
@TSUNQ19720830 ありがとん！
@kitaniakiko ヘアメイクはして行くけど、ポージングまでは。。、
@karenchan9 それはまずそう（笑）
@perfume__love 見に来れば（笑）
やべ、明日、締日(最終日)なのに、指名の予定が立ってない。。。ラストに卓が無いってのだけは避けたいけど。。。うーっ、誰か来てくれんかなぁ。。。
今日は黒シャツがドレスコード！？持ってないので、調達せねば。。。
@ririvanilla13 うふふ。（ホストやっているうちの）ご来店、お待ちしております（笑）
@moemilk_ もえかちゃんマジで可愛すぎる。　仕事はモデル？？
昨日は、意外にガタイが良いことが暴露て面白かったです。
今日はグラビア撮影だから、ポーズとか、考えないと。。あと、髪型もどうすっかなぁ。、。
@sa_ra_ca 今日は、無理かな？お仕事がんばー
@sa_ra_ca がんば！マジでなかなか無い機会なんで、期待して待ってます！
@sa_ra_ca ちなみに、写真は今はうぷ出来ないの〜
@NiaiOi アップできないので〜
@sa_ra_ca 多分、実際に見た方が良いかも(笑)
ホスト名物のタワーが店内に！！綺麗！！
@ahh_lucky こんなん http://t.co/I8Q9YQ8z
@yuripoipoi チンピは無いっすー(笑)まぁ、チンピラヘアーではありますがw
@yuripoipoi 今日の目標は、胸筋による、筋肉接客です（笑）
Tシャツは寒い。寒いよ。。。
@yuripoipoi ぐへへ（笑）
まぁ、俺が眉毛描いてただけですが（笑）ヘアメイクさんのアレンジで今日はリーゼント気味になるっぽい！
電車の中で、化粧する男子を発見！
@MajorGeneral_ 昨日はお会い出来て嬉しかったです！
@yuripoipoi 口角は常に上がってる系です。それが逆にイカンのかも。。。
@perfume__love ありりん！
@Kanaske_ ありがと！
@karenchan9 にゃる。
@bonehookj それは、貴兄も(笑)
@mediart3733 それは残念。またの機会にー。。、
@yuripoipoi それは、経験あり！ただ、オイラはいつも笑顔過ぎてNGらし苦笑
なめこ汁食べたら頭ふらふらしてきた。きもわる、ちと仮眠。
@ahh_lucky だぬ。検討中だったけど、やりますか。
@yuripoipoi ふぁぼった。多分、忘れる可能性大ので、ちょくちょくメモるようにします。
@ahh_lucky うんにゃ、なるほど。、
@_hsy @___YU___ 今度は、私が取りに行く的なオーラは。。
@___YU___ @_hsy ビクッ
@masatottori 昨日はそれのイベントでした〜♪
@harukonbu はるこんぶさん、同い年やー。よろしゅーに☆
@___YU___ @_hsy オレ、また暗殺されるじゃん(笑)
@ahh_lucky どれにしようかなーって(笑)
@moyomoyomoyo 今日はどうもありがとうございました！もよもよ（笑）
@bonehookj RTされてた（笑）
@piyohiko0117 ありがとうございました！
@hachiya あーりゃーっす！
@masatottori え、、何が！？
@___YU___ さっきはありがとうございました～！
@yositosi @dfnt ご配慮感謝！
@ako0212 なるほ(笑)
あーりゃーっす！ RT @knsk: @kiwipon おつかれさまっす。いい話でした
@minnie480811tao 参考にするーありがとーん。
@ako0212 おいらは入れたことないっすー！
@MajorGeneral_ 一番右側の方でしょうか。なんとなくわかりました〜！
@kohei_41 本をお買い上げ頂いて居たとは感激です。よろしくお願いします！
@vaduzjp よろしくお願いします！
@MajorGeneral_ 黒いジャケットの方っすかね！？
@yositosi @dfnt よっしゃ！お二人到着です！よろしくです！
@MajorGeneral_ おお！どの辺りにいらっしゃいます？
生のはるかぜちゃんだ！
#tgevent
@MajorGeneral_ 御意
ブログを更新しました。「ホスト日記」→http://t.co/yUdnqwlw
イベントイベント (@ Zepp Tokyo w/ 25 others) http://t.co/wSvvGSxG
@ahh_lucky ゆりちゃんめ～（笑）
黒目大きくするカラコン入れてみようかなぁ〜
@yuripoipoi あ、そこは質問者がクズだったのと、私の表現力不足かな。。。
@yositosi @dfnt 今日、電車の忘れ物の落とし主と、拾った人に、来て貰う予定なのですが、 感動の再会シーンとか演出できませんかね～？
ブログを更新しました。 『長妻昭 元厚労相 講義 日本政策学校』 http://t.co/F8xad8uP
@lovepeaceworld 暇あったら覗きにきてわら
@kenji197503 急激に熱が上がるようであればインフルでしょうか。お大事にしてください。
@haru16cherry おめ！
@JunItabashi ヤバイですね。。
@maron7007 いつの間にか、メガネ復活！かわええのう。
@yuripoipoi ありがとん(笑)
@niinaryo 法律家じゃなくて、労基署だね。(法律家に言っても同じ回答になるよん)グッドラック
@niinaryo どったん。
@Reika0114 やろうか（笑）
@teizuisun えwz
"だいじょうび？＞＞""日本、ピンチ"" ゆとり世代、大学生になるも４人に１人が「平均」理解できず http://t.co/q4xZVu5a"
@ahh_lucky どん？
ブログを更新しました。「ライバル～的な人のナンバー入り」→http://t.co/zDjr9cem
@karenmomo23 申請してくだされば承認いたします～
ブログを更新しました。「最近買ったネックレス MAORI WARRIOR」→http://t.co/oYCp3859
@yuripoipoi んじゃ、今日もアゲアゲ龍馬ヘアーで☆
@umikaiia がんばってますね～おいらも20代です。よろしくです☆
ノミネートされてるので、明日はこれに参加。＞＞Togetter公式イベント第2弾！「つぶやきメディアサミット2012」- トゥギャッターまとめまとめ Vol.2 http://t.co/Pm82owMY
@tsuzakiliana あれま。。
ほむ。良いかも。 RT 今日はこれでいかが http://t.co/hLJkK1Qa
グラビア撮影の予定が入った。がんばろ。
@hagu_2baby_ouga 近くじゃなくて残念。。。ショボーン
@yuripoipoi えー、今日の髪型どうしよ。。。
@chika_t1229 わわー、ありがとうございます！ウシレス(*´∀｀)
@yuripoipoi 可愛くない？(笑)
ブログを更新しました。「ホストの祝い方」→http://t.co/PPtlawLV
@lovepeaceworld 俺だよ、俺（笑）
昨日の髪型はポンパドール☆ http://t.co/DxEX7W9j
@codawarishouten 遅くなりましたが、お誕生日おめでとうございました！
I just ousted @aikonkonkon as the mayor of 歌舞伎町 on @foursquare! http://t.co/JA5Nueio
やっぱり、昨日のダンスでヒザ壊したな。。。ヤバスw
@perfume__love むにゃむにゃ
@yuripoipoi こちらこそ！
@yuripoipoi 良かったです♪
@emihanew いいねー
@karenchan9 男と女で制服違うでしょ
@mananb39451 だねー。
@thunderbolt800 うん。
@Kanaske_ にゃー
@karenchan9 いいね！
@infinitySHERRY ありがとー
@corazon8221 あり！
@kinokofrog0u0 あり！
@yoshi36813 短眠法は食事に気をつける事かな。
@msgreeenlight 日本てす。
やっと自社の商品のテストが終わった。殆ど寝る暇なく作業をしてたのにエラーがひとつも出なくて。有る意味ムダな仕事だった。。良い事ではあるんだけども(´・ω・｀)しょんぼりちょっと仮眠しよう。
凄い、ガンバです！RT @yuripoipoi: 今日から、本職をSTOPして、東日本大震災の復興支援に励みます。できる事を、あらゆる事をやります。人事ではないのです。いつ、自分の身に起こるかもしれないのです。まだ行方不明の方の家族、親戚の方、あきらめず、前を向いて行きましょう。
最近、ご縁のある方々がことごとくオムライス好きなので、とにかくオムライス食べた過ぎる。
