text
そろそろ向き合わねばならんな、唐揚げを味噌汁に浸して喰う俺氏と。
【悲報】俺氏「なぜヒトは抗えきれないのだろうか」。 https://pic.twitter.com/gDILID4g9c
【吉報】俺氏、昨夜のツイートと比較して大幅に盛り付けスキルがアップ。この勢いで向上していけば、１年以内に昇天ペガサスMIX盛りできるんじゃね？ https://pic.twitter.com/BRbXAOBDtF
僕、自己満足の成れの果て！座右の銘は「やられる前にやれ」。
【悲報】俺氏、量り売りでアイス買うも盛り付けが絶望的。 https://pic.twitter.com/hCfuWzqMjM
Low Priced Every Day。アメリカが僕を太らせようと必死だわ。良い戦略だ。良かろう、その誘い乗ってやろう。 https://pic.twitter.com/pessDRFcNl
【悲報】俺氏、精神カウンセリングに来てパズルを嗜む。これは逆効果なのではないのだろうか。頭の中で「俺、なんでこんなことしてるんだろう」とか「俺はここまでどうしょうもない状況に追い込まれているのか」とか考えてて負のサイクルが加速中なう。 https://pic.twitter.com/5pdeBDSUcs
【悲報】スーパー八つ当たりタイムなう。
【悲報】俺氏、歩く姿勢を改善させたら、ポケットに突っ込む手の向きの関係でパーカーが下に伸びまくる。車に轢かれぬためのカラーチョイス（白）もあって、徐々に白衣みたいになってきたわ。
@gyoupi Thanks! ところがここで爆弾発言。【悲報】俺氏、冷静に考えてスマホでツイートしてる時点で迷子にならない。Google Mapsあるからねー。自己矛盾。世の中、嘘だらけだわー。
@ks_tand さすがにアパートは要るけど、断食はたまにしようかなーとは思ってる。健康にもいいとかなんとか。浮いた金で僕は日本語、ボケ、ポエム、ストーリー構築の勉強とかするよＵ´ㅈ｀Ｕb
【悲報】俺氏、ポケットの底からゴミを生成する作業にハマる。いつ貫通するかわからぬこのスリルがたまらん。
【速報】俺氏、ジュースを買う代わりに家から水を持ってくれば、浮いた金で好きなアニソン一曲をiTunesでダウンロードできることに気付く。
【悲報】俺氏、深夜おんなのこを家まで送り届けててさっきまでかっこよかったけど迷子なう。
@hyaxn_2nd うむ、見習うよろし。
@ks_tand あれ？公園のベンチで寝れば、更に月数万の家賃も浮くんじゃね？
【吉報】俺氏、ラボメンになる。バッジの上のOSHMKUFA ZOIOの「Z」が僕、自己満足の成れの果てのイニシャルだ。 #SteinsGate https://pic.twitter.com/0kRnK5s5eu
"""Anime Hentai"" 「変態」はアメリカでも通じる！？ https://pic.twitter.com/MO1qNRX5nq"
@TATSU_ASUKA ふむふむ、エロアニメ自体を指すのですな。追加で、噂によると「〜〜っぽい」って言い回しも通じる（？）らしい。http://jin115.com/archives/5207389.html…
【悲報】俺氏の落とし物ってなかなか拾ってもらえないなー、あとギャグも。
【悲報】俺氏、かれこれ25年間、「T」の書き順をずっと間違えていたことが判明。 https://pic.twitter.com/EqfVWCt73D
テキーラはまず塩とライム口に含み、そしてショットでいくに限る。酒は常に最高の飲み方を。量で楽しむのではない。質で楽しむのだ。 https://pic.twitter.com/1IhhXX3lZ4
【悲報】俺氏、アカウントを間違える → https://twitter.com/groovy223/stats/602675185133617153…
【悲報】俺氏、ちょっとした旅行をするので地元民に行く先で何を楽しめばいいかを質問。すると、「お前、トリップアドバイザー知らねーの？」って言われた。「ググれカス」に通ずる何かなう。
僕の名前は「自己満足の成れの果て」。嫌いなものは「オートロック」さ。
今ギョウ虫検査したらいると思う。。。
なにこれかっこいい（アメリカのサークルKより） https://pic.twitter.com/O9vuHAiOuV
こんな時間にウィキペディアでなんとなく「デコピン」を検索してしまう僕ですが、これからもどうぞよろしく。
【悲報】俺氏、オーダーしたピザをお店でゲームしながら待ってたら、誰かに持っていかれる。１時間待ってた結果、俺氏ゲーム内でランク10（そこそこ強い）まで来た。#Hearthstone https://pic.twitter.com/1V1gS3BG4i
【悲報】俺氏、カウンセラーに泣かされる。あれは本当にカウンセリングだったのだろうか。
【悲報】俺氏、セラピー犬ってやつを３０分程撫でていたが、「うちの犬よりもブサイクなただの犬」と否定的見解。所詮は資格を取っただけなのでは？……犬でさえ資格を持っているというのに俺と来たら……。落ち込む要因になってるなう。
@chr_reiu どうだろ。僕がアドバイザーにひたすら愚痴ってたら「カウンセリング行くべきだ」と勧められたからってのが行った理由なので、むしろカウンセリングに行けるくらい余裕があると捉えてもらいたい。あと、これを鬱病とか呼んでしまうと僕の人生はずっと鬱病だと思う。
【悲報】俺氏、「俺、友達いないからなー」って言ってるやつを見てイラッとする。お前のその話し相手が友達だよ、こんにゃろう！嫉ましい！
【悲報】俺氏、「自己満足の成れの果てくん、人狼ゲーム強そう」とよく言われるが、無敗の王者ですよ、参加できなくて、やる相手がいなくて、友達がいなくて……。
【悲報】俺氏、おこづかいの使い方を事故り、水を水割りでいただく。
@wataruhohoho Kindleで30冊くらい本買って、アバクロで夏服をポチり、MacBook用にたくさんソフト入れて、本名用はてなブログにプレミアム会員費（2年分）払ったら、なくなったん。
世界よ、待っていろ。もうすぐ我は完全究極体にな、な、ﾅｯ……………、、、、ふひ、ふ、ふ、ふひひひぃひひひひひひぃ〜〜。。
【悲報】俺氏、心理的なカウンセリングの途中に「あ、このカウンセリング方法、本で見たわ」とか言っちゃう。二時間頑張ってくれたんだけど、なんか来た時よりイライラして終わっただわ。
@t_nakakin とりあえず、まず皆勤賞から狙ってみる！今度はMacBookを持って、オリジナル瞑想音源とやらをいただきに行くぞＵ´ㅈ｀Ｕノ
【悲報】俺氏、ちょっと浮かれててナチュラルにスキップしてたら、「脚、痛いの？」って聞かれる。いいえ、心が痛いです。
【絶望】俺氏（留学生）、日本から持ってきた最後の鼻セレブを使い切る。これからどうやって鼻をかめばいいんだ……。
@Ac_spd 鼻のないアイコンのやつにはわからんだろうね（適当）
@uzi32 ファっ！？入手難易度ダブルエスの鼻セレブをか。奴らにそこまでのクエストをこなす魔力があるかどうか……。
@uzi32 それなら鼻にマジックポーション使うわ。
【悲報】俺氏、ポジティヴになろうと日記帳を付け始めたものの、読み返すと闇が深く、思い出して泣く。加速する、俺のダークサイド。
【悲報】俺氏、さけるチーズをあえて裂かない。
【悲報】俺氏、ビート板に乗れると信じていたあの頃に戻りたい。
なぜ滑ると知りながらヒトはボケるのだろうか。
【速報】俺氏、ひもQ食べたい。
【悲報】俺氏、寝る前にぼーっと友達の数をカウントしてそのあとに３．１４を掛け算する。少し幸せ度が増すと思ったが気のせいだった。
【悲報】俺氏、ガールズトークに参戦したがずっと俺のターン。
【悲報】俺氏、FBで友達が結婚したという情報を見て無意識に発した言葉が「枯れろ、リア充」。めでたいめでたい。おめでとうございます。
@rlrl_ むむむＵ´ㅈ｀Ｕ
僕が波の音CDを聴きながら自然界の一部みたいになってても笑わないでください。いや、笑ってもいいけど、邪魔しないでください。
@rlrl_ めっちょり（略式）Ｕ´ㅈ｀Ｕノ
【悲報】俺氏、「洗濯物は洗わないと困るし、乾かさないとヤバいけど、畳まなくてもなんとか世界は廻る」。
【悲報】俺氏、「ときに遅刻といふものをやってみんとす」。
【悲報】俺氏、今朝はチンピラに絡まれ、昼にはツボ売る詐欺（？）にひっかかりかけ、夜には詐欺師（？）に移された風邪で寝込む。マジつらたん。
【悲報】俺氏、彼女なんかいなくても生きていけると気づく。
@Ac_spd あの、結構です、いえ、ホントお気持ちは嬉しいのですが、結構です。
@Ac_spd すまんねＵ´ㅈ｀Ｕ
【悲報】俺氏、「道路を渡る際は、右、左、右と確認しましょうね」って小学校の先生に言われたとき、「最後に右を足すならもう一度左も見ないとヤバくね？そして、左見た後、また右見ないと……」って無限ループに陥ったの思い出した。
【悲報】俺氏、本名アカ用にとっておいた必殺ネタを自己満足アカにて誤ツイート。。。つらたん。。。
【悲報】俺氏、「好きな言葉は？」と聞かれ、瞬発的に放ったワードが「自作自演」。
【悲報】俺氏、アメリカのチンピラと遭遇。事なきを得たが、ホーリーランドを読み返さなくちゃって思ったん。
【悲報】俺氏、友達を後ろから「ワッ！！」って脅かしたら友達じゃなかった……。
【悲報】俺氏、水筒の塗装を剥がしてたら一日が終わった。 https://pic.twitter.com/5sfEtZk2ux
@2luki んなわけないだろ！【吉報】俺氏、久しぶりにリプライをもらう。
