北極２,ホッキョクニ
ガールズロワイヤル,ガールズロワイヤル
オリジナルキャラ,オリジナルキャラ
出演声優,シュツエンセイユウ
一部公開,イチブコウカイ
スケールアウト,スケールアウト
アウト協力,アウトキョウリョク
活用マーケティング,カツヨウマーケティング
マーケティング支援,マーケティングシエン
支援サービス,シエンサービス
サービス開始,サービスカイシ
マーケジン,マーケジン
億円,オクエン
円増,エンゾウ
サイプロ,サイプロ
サイトプロデューサー,サイトプロデューサー
理系ナビ,リケイナビ
データサイエンティスト職種,データサイエンティストショクシュ
職種研究,ショクシュケンキュウ
研究セミナー,ケンキュウセミナー
セミナー倉橋,セミナークラハシ
今週中,コンシュウチュウ
発表お願い,ハッピョウオネガイ
人を動かすマーケティング,ヒトヲウゴカスマーケティング
行動デザイン,コウドウデザイン
デザイン研究所,デザインケンキュウジョ
マーケジン,マーケジン
LINE系,ラインケイ
系アプリ,ケイアプリ
売上ランキング,ウリアゲランキング
ランキング上位,ランキングジョウイ
全面型,ゼンメンガタ
型アドネットワーク,ガタアドネットワーク
iOS版,アイオーエスバン
提供開始,テイキョウカイシ
オープンデータAPI,オープンデータエーピーアイ
基本操作,キホンソウサ
操作編,ソウサヘン
TheR,ザラウンド
アソシエーション分析,アソシエーションブンセキ
分析可視化,ブンセキカシカ
可視化パッケージ,カシカパッケージ
可視化周辺,カシカシュウヘン
順序尺度,ジュンジョシャクド
ポリコリック,ポリコリック
コリック相関係数,コリックソウカンケイスウ
マニア向け,マニアムケ
Takea,プリズナーアール
aRisk,アールリスク
林岳彦,ハヤシタケヒコ
研究メモ,ケンキュウメモ
連絡お願い,レンラクオネガイ
電話番号DM,デンワバンゴウダイレクトメール
DMお願い,ダイレクトメールオネガイ
ネットワーク分析,ネットワークブンセキ
今日コア,キョウコア
コアメンバー,コアメンバー
女子部,ジョシブ
女子部,ジョシブ
SP版,エスピーバン
版Mobage,バンモバゲー
Mobageランキング,モバゲーランキング
連動キャンペーン,レンドウキャンペーン
提供開始,テイキョウカイシ
億円,オクエン
位置ゲーPF,イチゲーピーエフ
サービス拡充,サービスカクジュウ
情報ビッグデータ,ジョウホウビッグデータ
観光動態,カンコウドウタイ
動態分析,ドウタイブンセキ
ネット離れ,ネットバナレ
発表者,ハッピョウシャ
プロ育成,プロイクセイ
データサイエンティスト協会,データサイエンティストキョウカイ
マーケジン,マーケジン
データサイエンティスト協会,データサイエンティストキョウカイ
協会設立,キョウカイセツリツ
設立準備,セツリツジュンビ
準備ページ,ジュンビページ
英語学習アプリ,エイゴガクシュウアプリ
あらびき,アラビキ
びき日記,ビキニッキ
CandyCrush,キャンディクラッシュ
CrushSaga,クラッシュサガ
週連続,シュウレンゾク
Mobageランキング,モバゲーランキング
首位奪還,シュイダッカン
万人,マンニン
人以上,ニンイジョウ
神縛,カミバク
SFPT,エスエフパーティシペーション
PTN4,パーティシペーションエヌフォー
万人,マンニン
人目前,ニンモクゼン
目前キャンペーン,モクゼンキャンペーン
一部変更,イチブヘンコウ
ビットポート,ビットポート
iOS向け,アイオーエスムケ
向け農園,ムケノウエン
農園ゲーム,ノウエンゲーム
収穫日記,シュウカクニッキ
特売情報,トクバイジョウホウ
家計簿サービス,カケイボサービス
マーケジン,マーケジン
説明変数,セツメイヘンスウ
ボツ変数,ボツヘンスウ
モデル構築,モデルコウチク
マーケジン,マーケジン
マーケットウォッチ,マーケットウォッチ
回マーケット,カイマーケット
ダウンロード数,ダウンロードスウ
ボクら,ボクラ
ポケットダンジョン,ポケットダンジョン
万インストール,マンインストール
インストール突破,インストールトッパ
唯一性,ユイイツセイ
性ミリオン,セイミリオン
ミリオンアーサー,ミリオンアーサー
7月下旬,シチガツゲジュン
配信決定,ハイシンケッテイ
事前登録,ジゼントウロク
受付開始,ウケツケカイシ
販売開始,ハンバイカイシ
LINE上,ラインジョウ
ファンタジスタドールガールズ,ファンタジスタドールガールズ
ガールズロワイヤル,ガールズロワイヤル
おでかけ機能,オデカケキノウ
豪華声優,ゴウカセイユウ
ボイス機能,ボイスキノウ
D3P,ディースリーピー
パズルロワイヤル,パズルロワイヤル
ホストガール,ホストガール
機能改善,キノウカイゼン
ダイビングゲーム,ダイビングゲーム
ガンダムマスターズ,ガンダムマスターズ
チャレンジバトル,チャレンジバトル
バトル開催,バトルカイサイ
入手可能,ニュウシュカノウ
人気有料,ニンキユウリョウ
有料アプリ,ユウリョウアプリ
上位独占,ジョウイドクセン
テストラボ,テストラボ
最新事例,サイシンジレイ
最適化情報,サイテキカジョウホウ
戦国炎,センゴクエン
炎舞,エンマイ
Android版,アンドロイドバン
広告効果,コウコクコウカ
安栄,アンサカエ
栄観光,サカエカンコウ
マーケジン,マーケジン
5月携帯電話,ゴガツケイタイデンワ
国内出荷台数,コクナイシュッカダイスウ
％増,パーセントゾウ
夏モデル,ナツモデル
モデル発売,モデルハツバイ
スマホ比率,スマホヒリツ
子安武人さん,コヤスタケヒトサン
さんら,サンラ
ら人気,ラニンキ
人気声優,ニンキセイユウ
オンラインカードゲーム,オンラインカードゲーム
提供決定,テイキョウケッテイ
簡易分析,カンイブンセキ
ポケット酪農,ポケットラクノウ
大蝦夷農業高校銀,オオエゾノウギョウコウコウギン
銀匙,ギンサジ
匙購買部,サジコウバイブ
回ドラゴンリーグ,カイドラゴンリーグ
公式アプリ,コウシキアプリ
番組情報,バングミジョウホウ
LINEバブル,ラインバブル
テレビCM,テレビシーエム
放映開始,ホウエイカイシ
ゲーム内,ゲームナイ
内キャンペーン,ナイキャンペーン
英雄伝説夢,エイユウデンセツユメ
SP版,エスピーバン
版Mobage,バンモバゲー
アニメ公式,アニメコウシキ
公式アプリ,コウシキアプリ
提供開始,テイキョウカイシ
iOSアプリ版,アイオーエスアプリバン
品質UI,ヒンシツユーアイ
UIデザイン,ユーアイデザイン
マーケジン,マーケジン
ゲーム売上,ゲームウリアゲ
売上TO,ウリアゲトゥ
TOP50,トゥピーゴジュウ
7月7日版,シチガツナノカバン
新作タイトル,シンサクタイトル
位以内,イイナイ
新着ゲーム,シンチャクゲーム
ゲーム無料,ゲームムリョウ
無料TO,ムリョウトゥ
TOP50,トゥピーゴジュウ
7月7日版,シチガツナノカバン
ソードオブ,ソードオブ
オブファンタジア,オブファンタジア
リリース12日,リリースジュウニニチ
あらびき,アラビキ
びき日記,ビキニッキ
実行条件,ジッコウジョウケン
